AVERAGE,0.04,0.16,0.44,1.6,8.6,11.44,82.72,122.96,34,6.88,0.24, 0.12
STANDARD_DEV,0.195959179,0.611882342,0.983056458,3.249615362,15.63073895,14.8756983,52.01732019,71.47837715,33.79822481,9.2663693,0.585149554, 0.06
